in s,C1 in V
3.012735E-02,4.166E-01
3.012785E-02,3.971E-01
3.012836E-02,4.068E-01
3.012886E-02,4.068E-01
3.012937E-02,3.971E-01
3.012988E-02,4.166E-01
3.013038E-02,4.654E-01
3.013089E-02,4.068E-01
3.013139E-02,4.068E-01
3.013190E-02,4.068E-01
3.013240E-02,4.361E-01
3.013291E-02,4.068E-01
3.013341E-02,4.166E-01
3.013392E-02,4.361E-01
3.013443E-02,4.264E-01
3.013493E-02,4.166E-01
3.013544E-02,4.264E-01
3.013594E-02,3.873E-01
3.013645E-02,4.264E-01
3.013695E-02,4.361E-01
3.013746E-02,3.971E-01
3.013796E-02,4.068E-01
3.013847E-02,4.068E-01
3.013898E-02,3.873E-01
3.013948E-02,4.068E-01
3.013999E-02,4.264E-01
3.014049E-02,4.361E-01
3.014100E-02,4.068E-01
3.014150E-02,4.361E-01
3.014201E-02,4.068E-01
3.014252E-02,4.459E-01
3.014302E-02,4.459E-01
3.014353E-02,4.264E-01
3.014403E-02,4.361E-01
3.014454E-02,4.361E-01
3.014504E-02,4.264E-01
3.014555E-02,4.361E-01
3.014605E-02,4.264E-01
3.014656E-02,4.361E-01
3.014707E-02,4.361E-01
3.014757E-02,4.361E-01
3.014808E-02,4.459E-01
3.014858E-02,3.971E-01
3.014909E-02,4.361E-01
3.014959E-02,4.459E-01
3.015010E-02,4.264E-01
3.015060E-02,4.166E-01
3.015111E-02,4.459E-01
3.015162E-02,4.947E-01
3.015212E-02,4.459E-01
3.015263E-02,4.557E-01
3.015313E-02,4.557E-01
3.015364E-02,4.557E-01
3.015414E-02,4.361E-01
3.015465E-02,4.361E-01
3.015516E-02,4.459E-01
3.015566E-02,4.361E-01
3.015617E-02,4.557E-01
3.015667E-02,4.850E-01
3.015718E-02,4.654E-01
3.015768E-02,4.752E-01
3.015819E-02,4.850E-01
3.015869E-02,4.752E-01
3.015920E-02,4.557E-01
3.015971E-02,4.459E-01
3.016021E-02,4.361E-01
3.016072E-02,4.459E-01
3.016122E-02,4.654E-01
3.016173E-02,4.752E-01
3.016223E-02,4.850E-01
3.016274E-02,4.947E-01
3.016324E-02,4.850E-01
3.016375E-02,4.752E-01
3.016426E-02,4.752E-01
3.016476E-02,4.850E-01
3.016527E-02,4.850E-01
